customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id11905,Male,0,No,No,31.2432538525,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,62.165209296,727.8,No
id11906,Male,0,Yes,No,3.93,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,84.39,18.8,No
id11907,Female,0,Yes,No,50.1473232954,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,82.5046225328,416.3,No
id11908,Female,0,Yes,Yes,28.7599947903,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),68.4012488191,2407.3,No
id11909,Male,0,No,No,0.81,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,72.97,408.96,Yes
id11910,Female,1,No,No,13.7231702423,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,70.3289460865,3124.5,No
id11911,Male,0,Yes,No,1.1,No,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,89.12,79.79,Yes
id11912,Female,0,No,No,36.2075775783,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,62.747815097,999.9,No
id11913,Male,0,No,No,3.82,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,98.25,294.14,Yes
id11914,Male,0,No,Yes,22.3603829193,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),57.8089842947,52.2,No
id11915,Male,0,No,No,0.14,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,98.16,97.94,Yes
id11916,Male,0,Yes,No,0.64,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.66,111.47,Yes
id11917,Male,0,No,No,32.6074548357,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.4250969284,2459.8,No
id11918,Male,1,No,No,13.428014065,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,,60.5850649912,480.75,
id11919,Female,0,No,No,8.8613348704,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.2252552811,6382.55,Yes
id11920,Female,0,Yes,Yes,5.19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,102.45,54.13,No
id11921,Male,0,No,No,47.8308887259,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.5253109927,6143.15,No
id11922,Female,0,Yes,No,21.185849959,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),52.830196122,6139.5,No
id11923,Female,0,Yes,Yes,2.07,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,24.54,Yes
id11924,Male,1,No,No,29.9874333066,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,88.8147732334,223.75,No
id11925,Female,0,Yes,Yes,3.01,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.76,318.41,Yes
id11926,Female,0,Yes,Yes,1.03,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,105.26,335.53,Yes
id11927,Male,0,Yes,No,3.11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.77,494.37,Yes
id11928,Female,1,No,Yes,22.7661591805,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,75.6060534894,350.35,No
id11929,Female,1,No,Yes,4.1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.56,63.41,No
id11930,Female,0,No,Yes,4.66,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.44,327.35,Yes
id11931,Female,0,No,Yes,2.64,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,108.11,43.74,Yes
id11932,Male,0,Yes,Yes,2.57,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,113.67,333.64,No
id11933,Female,0,No,No,46.3257965703,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,55.7561499254,2078.95,No
id11934,Male,0,Yes,No,0.49,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,77.51,135.23,Yes
id11935,Male,1,No,No,32.4421621746,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.4920315491,2483.05,No
id11936,Female,0,Yes,No,2.65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.78,251.7,Yes
id11937,Male,1,No,No,20.2445860026,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,57.5601562017,1322.85,No
id11938,Male,0,No,No,16.4671743405,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),59.3312494121,6841.4,No
id11939,Female,0,No,No,18.6371493221,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.0618868795,735.9,No
id11940,Male,0,Yes,No,40.7304174267,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,38.8953089129,3260.1,No
id11941,Male,0,No,Yes,1.88,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,93.67,55.1,No
id11942,Female,0,No,No,28.0388648717,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,41.7037341832,2204.35,No
id11943,Male,0,Yes,No,35.4995828859,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),83.8306752666,3015.75,No
id11944,Female,0,No,No,17.3677938729,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),56.3641549322,2857.6,No
id11945,Male,0,Yes,No,31.2408809578,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,60.758851294,265.3,No
id11946,Male,0,No,Yes,0.61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.77,396.57,Yes
id11947,Female,0,Yes,Yes,51.4846996461,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,49.7754386693,89.25,No
id11948,Male,0,No,No,34.0787922598,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,,59.3569909686,1496.9,
id11949,Female,0,Yes,Yes,40.0982660496,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),65.124341959,83.75,No
id11950,Male,0,No,Yes,18.2326477226,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),59.7549283808,8349.7,No
id11951,Male,0,No,No,28.0377949123,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.2194078149,3204.65,No
id11952,Male,1,No,Yes,1.77,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,92.04,198.58,No
id11953,Male,1,Yes,No,27.3200397658,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.771380045,284.35,No
id11954,Female,0,No,No,1.86,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,80.83,181.41,Yes
id11955,Male,0,Yes,No,24.4217537803,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,61.8634244653,339.9,No
id11956,Male,0,Yes,No,5.97,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,99.97,279.51,Yes
id11957,Male,0,No,No,0.03,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.21,5.41,Yes
id11958,Female,0,No,Yes,37.2743855223,Yes,No phone service,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.8881806397,6538.45,No
id11959,Male,1,No,No,44.4652469854,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.6459607754,401.1,No
id11960,Female,0,Yes,No,5.2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,84.04,489.42,Yes
id11961,Male,0,Yes,No,4.85,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,77.62,449.95,Yes
id11962,Female,0,No,No,1.36,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,105.28,298.46,Yes
id11963,Female,0,No,Yes,19.0522886175,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.1466340631,2830.45,No
id11964,Male,0,Yes,No,37.2924191376,Yes,No,No,No,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),69.1884205848,1233.25,No
id11965,Female,0,No,No,5.83,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.98,71.53,Yes
id11966,Female,1,Yes,No,19.301486937900002,Yes,No phone service,DSL,No internet service,No,No,No,No,No,One year,No,Electronic check,47.3242932424,20.15,No
id11967,Male,0,Yes,Yes,5.02,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,73.7,206.76,No
id11968,Female,0,No,Yes,31.7180285981,Yes,No phone service,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,45.704356464,5440.9,No
id11969,Female,0,Yes,No,0.26,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,70.21,318.68,No
id11970,Female,0,No,No,38.2439119588,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,113.6621323109,655.85,No
id11971,Female,0,No,Yes,4.17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,111.22,127.13,No
id11972,Female,0,Yes,No,0.16,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,102.45,232.73,No
id11973,Female,1,Yes,Yes,29.401689651,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.3394855865,39.85,No
id11974,Male,0,Yes,No,25.7460335852,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.7159505952,1071.6,No
id11975,Female,0,No,No,4.73,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.45,319.92,No
id11976,Male,0,Yes,No,0.18,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.67,52.6,Yes
id11977,Male,0,No,No,56.6615212616,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),67.8249719963,7542.25,No
id11978,Female,0,No,No,5.91,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,112.98,472.81,Yes
id11979,Male,0,No,Yes,5.54,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,98.18,249.75,No
id11980,Female,1,Yes,No,33.4798800637,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Electronic check,48.7391235853,2901.8,No
id11981,Male,0,Yes,No,40.1546775962,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,77.1694755697,5769.75,No
id11982,Female,0,No,No,3.67,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,103.77,480.61,No
id11983,Female,0,No,No,5.3,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,97.51,63.94,Yes
id11984,Female,0,Yes,Yes,0.8,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.89,53.49,Yes
id11985,Male,1,Yes,No,33.9892556502,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),85.0973130678,402.85,No
id11986,Male,0,Yes,No,4.84,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.28,184.49,Yes
id11987,Male,0,No,Yes,3.13,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.21,372.85,Yes
id11988,Male,0,Yes,No,3.69,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.27,324,Yes
id11989,Female,0,Yes,Yes,43.1746939881,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,71.7281399034,1724.15,No
id11990,Male,0,No,Yes,50.3642431902,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),81.952954096,4398.15,No
id11991,Female,0,No,Yes,56.3181306359,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.8126482564,3375.9,No
id11992,Male,1,No,No,5.32,No,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.52,446.47,No
id11993,Female,0,Yes,No,4.47,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,100.25,364.51,Yes
id11994,Female,0,No,Yes,4.7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.5,98.97,Yes
id11995,Female,0,No,Yes,2.78,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,78.41,284.37,No
id11996,Female,1,No,No,23.289014631,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,39.5771770266,1153.25,No
id11997,Female,1,Yes,Yes,29.5728962977,No,Yes,No,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,49.7826741337,394.85,No
id11998,Male,0,No,Yes,1.22,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,75.14,139.25,Yes
id11999,Female,1,Yes,No,5.07,No,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.61,64.29,No
id12000,Male,0,Yes,Yes,4.64,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,102.99,296.9,No
id12001,Female,0,No,Yes,0.45,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,80.42,92.29,No
id12002,Male,0,No,No,4.44,Yes,No,No,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,104.97,208.17,No
id12003,Female,0,No,Yes,26.0462719492,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,70.191661442,1815.65,No
id12004,Male,0,No,Yes,4.46,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,101.72,69.71,Yes
id12005,Male,1,Yes,No,2.78,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,111.32,103.29,Yes
id12006,Male,0,No,Yes,23.4475419196,No,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.3160044882,7303.05,No
id12007,Male,1,Yes,No,18.221276643,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,95.694485213,6302.85,No
id12008,Male,1,No,No,1.3,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.21,91.6,Yes
id12009,Female,0,Yes,No,2.12,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.88,377.31,No
id12010,Male,1,No,No,3.39,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,71.95,189.81,No
id12011,Male,0,No,Yes,46.9145468972,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.4763894628,456.85,No
id12012,Female,1,No,Yes,5.33,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,112.35,115.05,Yes
id12013,Male,0,No,No,5.8,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,89.88,121.33,No
id12014,Male,0,Yes,No,25.8421183785,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.4735247495,5893.15,No
id12015,Female,0,No,Yes,28.5631728632,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,46.5498492806,930.9,No
id12016,Female,0,No,No,10.260059501,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.8079047668,7482.1,No
id12017,Male,0,No,No,25.5995636161,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.8887002865,670.35,No
id12018,Female,1,Yes,No,34.2370083043,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),67.7479768683,2666.75,No
id12019,Male,0,No,Yes,33.7614906814,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.5037807452,1274.45,No
id12020,Female,0,No,No,0.8,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,99.91,232.39,Yes
id12021,Female,0,No,Yes,41.2986590873,No,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,77.1231577165,1778.5,No
id12022,Female,0,No,No,24.6484300142,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.2626862782,1216.6,No
id12023,Female,0,Yes,Yes,18.5209254896,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,,59.1483816312,367.55,
id12024,Female,0,Yes,No,5.99,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,113.11,22.13,No
id12025,Male,0,Yes,No,4.79,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.42,482.79,Yes
id12026,Male,0,No,No,4.28,No,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.94,332.08,No
id12027,Male,0,Yes,No,23.1839355708,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,52.6685279275,2308.6,No
id12028,Male,0,Yes,No,24.8266483867,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.4134875041,132.2,No
id12029,Female,0,Yes,No,3.37,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,81.98,142.32,No
id12030,Female,0,Yes,Yes,5.02,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.36,426.86,No
id12031,Female,0,Yes,No,5.46,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,96.15,374.79,Yes
id12032,Female,1,No,No,20.5129516326,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,56.0652346845,824.75,No
id12033,Male,0,Yes,No,5.33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.1,215.15,Yes
id12034,Female,0,No,No,40.9027732695,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,52.9710293348,2188.5,No
id12035,Female,0,Yes,Yes,28.4464381435,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,81.2174145108,4263.45,No
id12036,Male,0,No,No,32.6573693149,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),54.4338631306,446.8,No
id12037,Female,0,Yes,Yes,36.1246748633,No,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.7376690258,1143.8,No
id12038,Male,0,No,No,4.97,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.92,470.46,Yes
id12039,Male,0,No,No,30.4231473148,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.6832869649,522.35,No
id12040,Female,0,No,Yes,37.5313598419,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,79.3771069422,3358.65,No
id12041,Male,0,No,No,1.77,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,100.93,5.05,Yes
id12042,Male,0,No,No,3.3384631807,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),56.2037912555,8424.9,No
id12043,Male,0,No,No,1.31,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.36,484.76,No
id12044,Female,0,No,No,0.83,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.34,372.52,No
id12045,Female,0,Yes,Yes,0.18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.54,18.03,Yes
id12046,Female,0,Yes,No,3.96,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,97.12,418.88,Yes
id12047,Female,1,No,No,49.8805279848,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),79.4393496733,83.3,No
id12048,Female,0,Yes,Yes,1.68,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,117.91,397.49,No
id12049,Male,0,No,No,4.93,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,118.59,449.54,Yes
id12050,Male,0,Yes,No,36.369320628,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.1793127444,137.6,No
id12051,Female,0,No,No,17.4975122786,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),85.6880908436,5082.8,No
id12052,Male,0,No,No,34.3556744478,Yes,Yes,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.000749859,1538.6,No
id12053,Male,0,No,Yes,22.1127395029,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.7516957372,73.05,No
id12054,Female,1,No,Yes,0.71,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.77,451.3,Yes
id12055,Male,0,Yes,No,4.62,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,97.48,214.34,No
id12056,Male,0,Yes,No,0.12,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,105.59,96.16,Yes
id12057,Male,0,No,No,18.9972028439,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,,93.3938660685,7898.45,
id12058,Female,0,Yes,Yes,1.19,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.18,7.4,No
id12059,Male,0,No,No,1.08,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.37,308.44,No
id12060,Male,0,No,No,29.9368076291,Yes,No,No,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),60.1819480693,6585.35,No
id12061,Male,0,No,Yes,3.51,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,87.28,249.05,Yes
id12062,Male,0,Yes,No,24.721963435,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.7107580677,6794.75,No
id12063,Female,0,No,Yes,4.75,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,95.24,152.31,No
id12064,Male,0,No,Yes,12.080032236,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.6674596746,226.95,No
id12065,Female,0,Yes,Yes,29.1498218443,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.7406085548,3983.6,No
id12066,Male,0,No,No,3.59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,80.6,231.27,Yes
id12067,Female,0,No,Yes,41.3935521361,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,One year,No,Mailed check,61.8303389036,2375.2,No
id12068,Male,0,No,No,2.48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,81.93,440.88,Yes
id12069,Male,1,No,No,16.097975042,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),93.277049972,196.9,No
id12070,Female,1,Yes,No,5.76,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,105.13,171.14,Yes
id12071,Male,0,Yes,No,4.97,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,74.04,216,Yes
id12072,Female,1,No,Yes,24.7339285313,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.7167743982,4804.75,No
id12073,Female,1,No,No,2.03,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.76,366.66,No
id12074,Male,1,Yes,No,21.9878844124,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,Two year,No,Mailed check,79.3888982298,6632.75,No
id12075,Male,1,No,No,26.9829842187,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.693156068,678.8,No
id12076,Male,0,No,No,30.8631533293,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,62.0472174386,1529.45,No
